conversation_no,talk_day,length,topic_description,prompt,from_caller_sex,from_caller_education,from_caller_birth_year,from_caller_dialect_area,to_caller_sex,to_caller_education,to_caller_birth_year,to_caller_dialect_area
2418,910403,7,FAMILY FINANCE,DOES YOUR FAMILY KEEP A MONTHLY BUDGETCAN YOU GIVE A GENERAL DESCRIPTION OF YOUR PROCEDURES,MALE,3,1938,NYC,FEMALE,3,1951,NORTHERN
2419,910403,10,FOOTBALL,PLEASE DISCUSS PROFESSIONAL FOOTBALL.  FIND OUT THE OTHER CALLER'S FAVORITE PRO FOOTBALL TEAM AND WHERE IT'S HEADED THIS YEAR.       DO YOU AGREE WITH THE CALLER'S PREDICTION?,MALE,3,1933,NEW ENGLAND,MALE,3,1944,NORTH MIDLAND
2420,910403,10,POLITICS,DISCUSS ANY RECENT POLITICAL ELECTIONS OR MOVEMENT THAT YOU AND THE OTHER CALLER CONSIDER INTERESTING OR IMPORTANT.  ORY,FEMALE,2,1965,SOUTH MIDLAND,FEMALE,9,1956,WESTERN
2421,910403,7,DRUG TESTING,HOW DO YOU FEEL ABOUT THE PRACTICE OF SOME COMPANIES OR GOVERNMENT AGENCIES TESTING EMPLOYEES OR PROSPECTIVE EMPLOYEES FOR DRUGS?  IS RANDOM SPOT TESTING JUSTIFIED?  WHAT LIMITS SHOULD THERE BE,MALE,2,1958,SOUTH MIDLAND,FEMALE,2,1941,SOUTH MIDLAND
2422,910403,8,EXERCISE AND FITNESS,DO YOU DO ANY EXERCISE REGULARLY TO MAINTAIN YOUR HEALTH OR FITNESS LEVEL?  IF SOOR DO IT AS A TASK?  COMPARE YOUR HABITS AND YOUR MOTIVES,FEMALE,1,1942,SOUTH MIDLAND,MALE,3,1936,MIXED
2423,910403,10,HOBBIES AND CRAFTS,WHAT HOBBIES DO YOU HAVE IN YOUR SPARE TIME?  DO THEY INCLUDE ANY HANDICRAFTSWOODWORKING?,FEMALE,2,1960,NEW ENGLAND,MALE,2,1941,SOUTH MIDLAND
2424,910404,10,TAXES,TALK ABOUT WHETHER AMERICANSY,FEMALE,2,1945,SOUTHERN,MALE,2,1930,NYC
2426,910404,9,MIDDLE EAST,FIND OUT WHAT THE OTHER CALLER THINKS ABOUT CURRENT US POLICY IN THE MIDDLE EAST. SHOULD US POLICY BE CHANGED OR NOT?,FEMALE,3,1959,SOUTH MIDLAND,MALE,2,1941,SOUTH MIDLAND
2427,910404,8,GARDENING,FIND OUT WHAT THE OTHER CALLER DOES IN THE WAY OF LAWN AND GARDEN WORK.DOES THE OTHER CALL ENJOY DOING IT?  COMPARE THIS TO YOUR OWN SITUATION.,MALE,2,1935,SOUTH MIDLAND,MALE,2,1960,WESTERN
2428,910404,10,COMPUTERS,FIND OUT THE OTHER CALLERS' PREFERENCE AND LEVEL OF INTEREST IN PERSONAL COMPUTERS.  HOW DOES IT COMPARE TO YOUR INTEREST AND PREFERENCE?,FEMALE,3,1940,SOUTH MIDLAND,MALE,3,1943,SOUTHERN
2429,910404,10,RECIPES/FOOD/COOKING,PLEASE DISCUSS FOOD AND COOKING.  WHAT FOODS WOULD YOU INCLUDE IN THE MENU FOR A DINNER PARTY?  SHARE THE RECIPE FOR ONE OF THESE FOODS WITH THE OTHER CALLER.,FEMALE,2,1970,SOUTHERN,FEMALE,2,1959,MIXED
2430,910404,10,AUTO REPAIRS,WHAT WAS THE LAST AUTO REPAIR YOU PERFORMED OR HAD DONE ON YOUR CAR? ARE THERE SOME TYPES OF REPAIRS OR MAINTENANCE TASKS YOU PREFER TO DO YOURSELF?  DISCUSS YOUR EXPERIENCES IN THIS AREA WITH THE OTHER CALLER.,MALE,9,1964,MIXED,MALE,1,1932,NEW ENGLAND
2431,910404,9,BUYING A CAR,WHAT KIND OF CAR DO YOU THINK YOU MIGHT BUY NEXT?  WHAT SORTS OF THINGS WILL ENTER INTO YOUR DECISION?  SEE IF YOUR REQUIREMENTS AND THE OTHER CALLER'S REQUIREMENTS ARE SIMILAR.,FEMALE,1,1946,SOUTHERN,MALE,3,1943,SOUTHERN
2432,910404,10,RECYCLING,WHAT IS BEING DONE IN YOUR COMMUNITY OR AREA ABOUT RECYCLING WASTE MATERIALS?  DO YOU THINK MORE SHOULD BE DONE?  DO YOU HAVE ANY IDEAS ON HOW TO ENCOURAGE MORE RECYCLING OR ON WHAT OTHER MATERIALS SHOULD BE INCLUDED?,FEMALE,2,1969,NORTH MIDLAND,FEMALE,3,1951,SOUTH MIDLAND
2433,910404,10,EXERCISE AND FITNESS,DO YOU DO ANY EXERCISE REGULARLY TO MAINTAIN YOUR HEALTH OR FITNESS LEVEL?  IF SOOR DO IT AS A TASK?  COMPARE YOUR HABITS AND YOUR MOTIVES,FEMALE,2,1953,NORTH MIDLAND,FEMALE,2,1942,MIXED
2434,910404,9,GUN CONTROL,DISCUSS GUN CONTROL.  WHERE DO YOU AND THE OTHER CALLER STAND ON A SCALE FROM 1 TO 10,FEMALE,1,1965,SOUTH MIDLAND,MALE,3,1941,NEW ENGLAND
2435,910404,10,MOVIES,FIND OUT WHAT THE OTHER CALLER THOUGHT ABOUT THE LAST FEW MOVIES THEY SAW. WHAT MOVIES HAVE YOU SEEN LATELY?,MALE,2,1958,SOUTH MIDLAND,FEMALE,2,1964,SOUTH MIDLAND
2436,910404,10,TV PROGRAMS,FIND OUT WHAT THE OTHER CALLER'S FAVORITE TV SHOWS ARE AND WHY.  ARE YOUR INTERESTS SIMILAR OR DIFFERENT?,MALE,2,1963,NORTHERN,FEMALE,3,1956,MIXED
2437,910404,8,DRUG TESTING,HOW DO YOU FEEL ABOUT THE PRACTICE OF SOME COMPANIES OR GOVERNMENT AGENCIES TESTING EMPLOYEES OR PROSPECTIVE EMPLOYEES FOR DRUGS?  IS RANDOM SPOT TESTING JUSTIFIED?  WHAT LIMITS SHOULD THERE BE,MALE,3,1938,NYC,FEMALE,2,1959,SOUTH MIDLAND
2438,910404,9,EXERCISE AND FITNESS,DO YOU DO ANY EXERCISE REGULARLY TO MAINTAIN YOUR HEALTH OR FITNESS LEVEL?  IF SOOR DO IT AS A TASK?  COMPARE YOUR HABITS AND YOUR MOTIVES,MALE,2,1958,SOUTH MIDLAND,MALE,2,1953,SOUTHERN
2439,910404,10,BUYING A CAR,WHAT KIND OF CAR DO YOU THINK YOU MIGHT BUY NEXT?  WHAT SORTS OF THINGS WILL ENTER INTO YOUR DECISION?  SEE IF YOUR REQUIREMENTS AND THE OTHER CALLER'S REQUIREMENTS ARE SIMILAR.,FEMALE,3,1962,SOUTH MIDLAND,MALE,3,1952,WESTERN
2440,910404,10,BUYING A CAR,WHAT KIND OF CAR DO YOU THINK YOU MIGHT BUY NEXT?  WHAT SORTS OF THINGS WILL ENTER INTO YOUR DECISION?  SEE IF YOUR REQUIREMENTS AND THE OTHER CALLER'S REQUIREMENTS ARE SIMILAR.,FEMALE,1,1942,WESTERN,FEMALE,2,1965,SOUTHERN
2441,910404,10,UNIVERSAL PBLIC SERV,SEE HOW THE OTHER CALLER FEELS ABOUT THE PROPOSAL THAT ALL YOUNG AMERICANS SHOULD SPEND A YEAR OR TWO DOING SOME KIND OF PUBLIC SERVICE,MALE,3,1953,SOUTHERN,MALE,3,1961,SOUTH MIDLAND
2442,910404,10,EXERCISE AND FITNESS,DO YOU DO ANY EXERCISE REGULARLY TO MAINTAIN YOUR HEALTH OR FITNESS LEVEL?  IF SOOR DO IT AS A TASK?  COMPARE YOUR HABITS AND YOUR MOTIVES,MALE,3,1958,SOUTH MIDLAND,FEMALE,2,1957,SOUTHERN
2443,910404,6,CHOOSING A COLLEGE,WHAT ADVICE OR EXPERIENCE CAN YOU OFFER TO A PARENT ON HOW TO HELP A SON OR DAUGHTER CHOOSE A COLLEGE TO ATTEND?,MALE,3,1933,NEW ENGLAND,FEMALE,2,1961,SOUTH MIDLAND
2444,910404,10,AUTO REPAIRS,WHAT WAS THE LAST AUTO REPAIR YOU PERFORMED OR HAD DONE ON YOUR CAR? ARE THERE SOME TYPES OF REPAIRS OR MAINTENANCE TASKS YOU PREFER TO DO YOURSELF?  DISCUSS YOUR EXPERIENCES IN THIS AREA WITH THE OTHER CALLER.,MALE,2,1965,SOUTH MIDLAND,FEMALE,1,1947,MIXED
2445,910404,10,CAMPING,FIND OUT FROM THE OTHER CALLER WHAT KIND OF CAMPING THEY HAVE DONE.  HOW DOES IT COMPARE WITH YOUR OWN EXPERIENCES?,FEMALE,2,1960,NEW ENGLAND,FEMALE,2,1961,MIXED
2446,910405,10,LATIN AMERICA,WHAT DO YOU THINK ABOUT CURRENT OR RECENT AMERICAN ACTIONS IN LATIN AMERICA,FEMALE,3,1941,NORTHERN,MALE,2,1941,SOUTH MIDLAND
2447,910405,10,CREDIT CARD USE,PLEASE DISCUSS CREDIT CARDS.  FIND OUT HOW THE OTHER CALLER MAKES USE OF CREDIT CARDS.  HOW DO THEY COMPARE TO YOUR OWN?,FEMALE,2,1934,NORTH MIDLAND,FEMALE,2,1961,SOUTH MIDLAND
2448,910405,10,GUN CONTROL,DISCUSS GUN CONTROL.  WHERE DO YOU AND THE OTHER CALLER STAND ON A SCALE FROM 1 TO 10,MALE,2,1930,NYC,MALE,2,1935,SOUTH MIDLAND
2450,910405,10,WEATHER CLIMATE,DISCUSS THE WEATHER.   WHAT HAS IT BEEN LIKE IN YOUR AREA?   HAS IT BEEN TYPICAL FOR THIS TIME OF YEAR?  COMPARE IT WITH THE OTHER CALLER'S WEATHER.,FEMALE,2,1962,SOUTHERN,MALE,3,1936,SOUTH MIDLAND
2451,910405,2,SOVIET UNION,FIND OUT WHETHER OR NOT THE OTHER CALLER CONSIDERS THE SOVIET UNION A THREAT TO THE UNITED STATES.   TAKE AN OPPOSING VIEW IN YOUR DISCUSSION WITH THE OTHER CALLER.,MALE,2,1950,SOUTH MIDLAND,FEMALE,2,1957,SOUTHERN
2452,910405,10,MIDDLE EAST,FIND OUT WHAT THE OTHER CALLER THINKS ABOUT CURRENT US POLICY IN THE MIDDLE EAST. SHOULD US POLICY BE CHANGED OR NOT?,FEMALE,2,1956,WESTERN,MALE,2,1960,WESTERN
2453,910405,10,WOMEN'S ROLES,DISCUSS THE CHANGES IN THE ROLES OF WOMEN IN AMERICAN SOCIETY OVER THE PAST GENERATION OR TWO.  WHICH CHANGES HAVE BEEN THE MOST SIGNIFICANT? DO YOU HAVE AN OPINION ON WHAT FURTHER CHANGES WILL TAKE PLACE OVER THE NEXT GENERATION?,FEMALE,2,1965,SOUTH MIDLAND,FEMALE,2,1957,MIXED
2454,910405,10,SVGS & LOAN BAILOUT,WHAT DO YOU THINK WERE THE CAUSES OF THE CURRENT SAVINGS AND LOAN CRISIS?  DO YOU BELIEVE THAT THE PROBLEM IS MOSTLY UNDER CONTROL?  IS IT BEING HANDLED CORRECTLY?  COULD IT HAPPEN AGAIN?,FEMALE,3,1940,SOUTH MIDLAND,FEMALE,2,1963,SOUTH MIDLAND
2455,910405,10,WOMEN'S ROLES,DISCUSS THE CHANGES IN THE ROLES OF WOMEN IN AMERICAN SOCIETY OVER THE PAST GENERATION OR TWO.  WHICH CHANGES HAVE BEEN THE MOST SIGNIFICANT? DO YOU HAVE AN OPINION ON WHAT FURTHER CHANGES WILL TAKE PLACE OVER THE NEXT GENERATION?,FEMALE,2,1945,SOUTHERN,FEMALE,2,1959,MIXED
2456,910405,7,MIDDLE EAST,FIND OUT WHAT THE OTHER CALLER THINKS ABOUT CURRENT US POLICY IN THE MIDDLE EAST. SHOULD US POLICY BE CHANGED OR NOT?,FEMALE,1,1942,WESTERN,MALE,3,1953,SOUTHERN
2457,910405,10,WEATHER CLIMATE,DISCUSS THE WEATHER.   WHAT HAS IT BEEN LIKE IN YOUR AREA?   HAS IT BEEN TYPICAL FOR THIS TIME OF YEAR?  COMPARE IT WITH THE OTHER CALLER'S WEATHER.,FEMALE,3,1959,SOUTH MIDLAND,FEMALE,9,1951,NORTHERN
2458,910405,8,AIR POLLUTION,PLEASE DISCUSS AIR POLLUTION.  FIND OUT WHAT SUBSTANCES THE OTHER CALLER THINKS CONTRIBUTE THE MOST TO AIR POLLUTION TODAY.  WHAT CAN INDIVIDUALS OR SOCIETY DO TO IMPROVE AIR QUALITY?,MALE,2,1958,SOUTH MIDLAND,MALE,3,1950,SOUTHERN
2459,910405,10,DRUG TESTING,HOW DO YOU FEEL ABOUT THE PRACTICE OF SOME COMPANIES OR GOVERNMENT AGENCIES TESTING EMPLOYEES OR PROSPECTIVE EMPLOYEES FOR DRUGS?  IS RANDOM SPOT TESTING JUSTIFIED?  WHAT LIMITS SHOULD THERE BE,MALE,3,1943,SOUTHERN,FEMALE,3,1956,SOUTH MIDLAND
2460,910405,10,BASEBALL,FIND OUT THE OTHER CALLER'S FAVORITE PRO BASEBALL TEAM AND WHERE IT'S HEADED THIS YEAR.  DO YOU AGREE WITH THE CALLER'S PREDICTION?,MALE,2,1958,SOUTH MIDLAND,MALE,3,1943,SOUTHERN
2461,910405,10,PUBLIC EDUCATION,DISCUSS WITH THE OTHER CALLER WHETHER THERE IS SOMETHING SERIOUSLY WRONG WITH OUR PUBLIC SCHOOL SYSTEMS TODAYY,MALE,3,1961,SOUTH MIDLAND,MALE,2,1965,SOUTH MIDLAND
2463,910405,8,FAMILY REUNIONS,DISCUSS PLANNING A FAMILY REUNION.  DRAW ON YOUR EXPERIENCES AND THOSE OF THE OTHER CALLER FOR MAKING THE NEXT GET-TOGETHER SUCCESSFUL AND MEMORABLE.,FEMALE,3,1931,NEW ENGLAND,MALE,2,1953,SOUTHERN
2464,910405,10,UNIVERSAL PBLIC SERV,SEE HOW THE OTHER CALLER FEELS ABOUT THE PROPOSAL THAT ALL YOUNG AMERICANS SHOULD SPEND A YEAR OR TWO DOING SOME KIND OF PUBLIC SERVICE,FEMALE,2,1953,NORTH MIDLAND,FEMALE,2,1956,NORTH MIDLAND
2465,910405,10,COMPUTERS,FIND OUT THE OTHER CALLERS' PREFERENCE AND LEVEL OF INTEREST IN PERSONAL COMPUTERS.  HOW DOES IT COMPARE TO YOUR INTEREST AND PREFERENCE?,MALE,2,1964,NORTH MIDLAND,FEMALE,2,1961,WESTERN
2466,910405,9,BOOKS AND LITERATURE,FIND OUT WHAT BOOKS THE OTHER CALLER READS FOR ENJOYMENT OR SELF-IMPROVEMENT.         DO YOU HAVE SIMILAR OR DIFFERENT INTERESTS IN BOOKS?,MALE,3,1958,SOUTH MIDLAND,FEMALE,3,1951,NORTHERN
2467,910405,10,FAMILY FINANCE,DOES YOUR FAMILY KEEP A MONTHLY BUDGETCAN YOU GIVE A GENERAL DESCRIPTION OF YOUR PROCEDURES,MALE,2,1954,SOUTH MIDLAND,MALE,2,1950,NORTH MIDLAND
2468,910405,10,ELECTIONS AND VOTING,WHY DO YOU THINK THAT ONLY ABOUT HALF OF ELIGIBLE VOTERS IN AMERICA TAKE PART IN NATIONAL ELECTIONS,MALE,3,1933,NEW ENGLAND,FEMALE,2,1959,SOUTH MIDLAND
2469,910405,10,HOBBIES AND CRAFTS,WHAT HOBBIES DO YOU HAVE IN YOUR SPARE TIME?  DO THEY INCLUDE ANY HANDICRAFTSWOODWORKING?,FEMALE,3,1962,SOUTH MIDLAND,FEMALE,2,1957,SOUTHERN
2470,910406,10,COMPUTERS,FIND OUT THE OTHER CALLERS' PREFERENCE AND LEVEL OF INTEREST IN PERSONAL COMPUTERS.  HOW DOES IT COMPARE TO YOUR INTEREST AND PREFERENCE?,MALE,2,1958,SOUTH MIDLAND,MALE,3,1946,MIXED
2471,910406,10,LATIN AMERICA,WHAT DO YOU THINK ABOUT CURRENT OR RECENT AMERICAN ACTIONS IN LATIN AMERICA,FEMALE,3,1959,SOUTH MIDLAND,MALE,3,1936,SOUTH MIDLAND
2472,910406,5,RECIPES/FOOD/COOKING,PLEASE DISCUSS FOOD AND COOKING.  WHAT FOODS WOULD YOU INCLUDE IN THE MENU FOR A DINNER PARTY?  SHARE THE RECIPE FOR ONE OF THESE FOODS WITH THE OTHER CALLER.,FEMALE,3,1931,NEW ENGLAND,FEMALE,2,1963,SOUTHERN
2473,910406,10,FISHING,FIND OUT WHAT KIND OF FISHING THE OTHER CALLER ENJOYS.  DO YOU HAVE SIMILAR OR DIFFERENT  INTERESTS IN THE KIND OF FISHING YOU ENJOY?,MALE,3,1933,NEW ENGLAND,FEMALE,1,1946,SOUTHERN
2474,910406,10,WEATHER CLIMATE,DISCUSS THE WEATHER.   WHAT HAS IT BEEN LIKE IN YOUR AREA?   HAS IT BEEN TYPICAL FOR THIS TIME OF YEAR?  COMPARE IT WITH THE OTHER CALLER'S WEATHER.,FEMALE,1,1942,WESTERN,FEMALE,2,1959,SOUTH MIDLAND
2476,910406,10,WOMEN'S ROLES,DISCUSS THE CHANGES IN THE ROLES OF WOMEN IN AMERICAN SOCIETY OVER THE PAST GENERATION OR TWO.  WHICH CHANGES HAVE BEEN THE MOST SIGNIFICANT? DO YOU HAVE AN OPINION ON WHAT FURTHER CHANGES WILL TAKE PLACE OVER THE NEXT GENERATION?,FEMALE,3,1962,SOUTH MIDLAND,MALE,3,1961,WESTERN
2477,910406,9,BASKETBALL,FIND OUT THE OTHER CALLER'S FAVORITE PRO BASKETBALL TEAM AND WHERE IT'S HEADED THIS YEAR.  DO YOU AGREE WITH THE CALLER'S PREDICTION?,MALE,2,1958,SOUTH MIDLAND,MALE,2,1960,WESTERN
2478,910406,8,SVGS & LOAN BAILOUT,WHAT DO YOU THINK WERE THE CAUSES OF THE CURRENT SAVINGS AND LOAN CRISIS?  DO YOU BELIEVE THAT THE PROBLEM IS MOSTLY UNDER CONTROL?  IS IT BEING HANDLED CORRECTLY?  COULD IT HAPPEN AGAIN?,MALE,3,1938,NYC,MALE,2,1954,SOUTH MIDLAND
2479,910406,10,CHILD CARE,FIND OUT WHAT CRITERIA THE OTHER CALLER WOULD USE IN SELECTING CHILD CARE SERVICES FOR A PRESCHOOLER.  IS IT EASY OR DIFFICULT TO FIND SUCH CARE?,FEMALE,3,1956,MIXED,FEMALE,2,1963,SOUTH MIDLAND
2480,910406,10,RESTAURANTS,WHAT KIND OF DINING OUT DO YOU ENJOY? WHAT THINGS DO YOU LOOK FOR IN A RESTAURANT THAT WOULD GET YOU TO GO BACK AGAIN?  SEE WHETHER THE OTHER CALLER'S PREFERENCES ARE SIMILAR TO YOURS.,FEMALE,2,1961,WESTERN,FEMALE,2,1963,SOUTH MIDLAND
2481,910407,10,TRIAL BY JURY,DISCUSS POSSIBLE CHANGES IN THE WAY TRIALS BY JURY ARE CONDUCTED.     FOR EXAMPLE,FEMALE,3,1951,SOUTH MIDLAND,MALE,3,1953,SOUTHERN
2482,910407,10,FAMILY LIFE,IF YOU HAVE CHILDRENY,MALE,2,1954,SOUTH MIDLAND,FEMALE,2,1958,NORTHERN
2483,910407,10,NEWS MEDIA,DISCUSS HOW YOU AND THE OTHER CALLER KEEP UP ON CURRENT EVENTS.      DO YOU GET MOST OF YOUR NEWS FROM TVOR PEOPLE YOU KNOW?  ARE YOU SATISFIED WITH THE QUALITY OF COVERAGE?,MALE,3,1938,NYC,MALE,3,1946,MIXED
2484,910407,10,TRIAL BY JURY,DISCUSS POSSIBLE CHANGES IN THE WAY TRIALS BY JURY ARE CONDUCTED.     FOR EXAMPLE,FEMALE,1,1942,WESTERN,FEMALE,1,1947,MIXED
2485,910407,10,FAMILY REUNIONS,DISCUSS PLANNING A FAMILY REUNION.  DRAW ON YOUR EXPERIENCES AND THOSE OF THE OTHER CALLER FOR MAKING THE NEXT GET-TOGETHER SUCCESSFUL AND MEMORABLE.,FEMALE,1,1946,SOUTHERN,FEMALE,3,1956,MIXED
2486,910407,10,CLOTHING AND DRESS,THE TOPIC IS CLOTHING.  PLEASE FIND OUT HOW THE OTHER CALLER TYPICALLY DRESSES FOR WORK.  HOW MUCH VARIATION IS THERE FROM DAY TO DAY?  HOW MUCH VARIATION IS THERE FROM SEASON TO SEASON?,FEMALE,3,1962,SOUTH MIDLAND,FEMALE,3,1956,SOUTH MIDLAND
2487,910407,9,BUYING A CAR,WHAT KIND OF CAR DO YOU THINK YOU MIGHT BUY NEXT?  WHAT SORTS OF THINGS WILL ENTER INTO YOUR DECISION?  SEE IF YOUR REQUIREMENTS AND THE OTHER CALLER'S REQUIREMENTS ARE SIMILAR.,MALE,2,1956,NORTHERN,FEMALE,3,1951,NORTHERN
2488,910407,10,CAPITAL PUNISHMENT,COMPARE YOUR OPINIONS AND THOSE OF THE OTHER CALLER ON CAPITAL PUNISHMENT.  DO EITHER OF YOU THINK IT SHOULD BE RESTRICTED TO CERTAIN CRIMES OR CIRCUMSTANCES?  HOW DO THE POLICIES AND PRACTICES OF YOUR STATE FIT WITH YOUR OPINIONS?,FEMALE,3,1931,NEW ENGLAND,FEMALE,2,1963,SOUTH MIDLAND
2489,910407,10,CAMPING,FIND OUT FROM THE OTHER CALLER WHAT KIND OF CAMPING THEY HAVE DONE.  HOW DOES IT COMPARE WITH YOUR OWN EXPERIENCES?,MALE,2,1965,SOUTH MIDLAND,MALE,2,1939,SOUTHERN
2490,910407,9,GUN CONTROL,DISCUSS GUN CONTROL.  WHERE DO YOU AND THE OTHER CALLER STAND ON A SCALE FROM 1 TO 10,FEMALE,2,1964,SOUTH MIDLAND,FEMALE,2,1961,SOUTH MIDLAND
2491,910408,9,HOUSES,FIND OUT ABOUT THE OTHER CALLER'S HOME.  IS IT A TYPICAL HOME FOR THE AREA?  HOW DOES IT COMPARE TO YOUR HOME?,FEMALE,2,1934,NORTH MIDLAND,MALE,1,1932,NEW ENGLAND
2492,910408,9,GARDENING,FIND OUT WHAT THE OTHER CALLER DOES IN THE WAY OF LAWN AND GARDEN WORK.DOES THE OTHER CALL ENJOY DOING IT?  COMPARE THIS TO YOUR OWN SITUATION.,FEMALE,2,1962,SOUTHERN,MALE,9,1964,SOUTH MIDLAND
2493,910408,7,TV PROGRAMS,FIND OUT WHAT THE OTHER CALLER'S FAVORITE TV SHOWS ARE AND WHY.  ARE YOUR INTERESTS SIMILAR OR DIFFERENT?,FEMALE,1,1941,WESTERN,MALE,2,1960,WESTERN
2494,910408,10,ELECTIONS AND VOTING,WHY DO YOU THINK THAT ONLY ABOUT HALF OF ELIGIBLE VOTERS IN AMERICA TAKE PART IN NATIONAL ELECTIONS,MALE,2,1935,SOUTH MIDLAND,FEMALE,2,1943,SOUTHERN
2495,910408,6,PAINTING,HAVE YOU DONE ANY PAINTING PROJECTS RECENTLYY,FEMALE,3,1950,NORTHERN,FEMALE,3,1959,SOUTH MIDLAND
2496,910408,7,RESTAURANTS,WHAT KIND OF DINING OUT DO YOU ENJOY? WHAT THINGS DO YOU LOOK FOR IN A RESTAURANT THAT WOULD GET YOU TO GO BACK AGAIN?  SEE WHETHER THE OTHER CALLER'S PREFERENCES ARE SIMILAR TO YOURS.,MALE,2,1937,NEW ENGLAND,FEMALE,2,1953,NORTH MIDLAND
2497,910408,10,METRIC SYSTEM,DO YOU THINK THE UNITED STATES SHOULD ADOPT THE METRIC SYSTEM?  WHY DO YOU THINK THE LAST EFFORT TO ADOPT IT FAILED?  WHAT WOULD HAVE TO BE DONE DIFFERENTLY TO GUARANTEE SUCCESS?,MALE,3,1938,NYC,MALE,3,1953,SOUTHERN
2498,910408,10,FEDERAL BUDGET,WHAT SHORT AND LONG-TERM STEPS DO YOU AND THE OTHER CALLER THINK SHOULD BE TAKEN TO IMPROVE THE US BUDGET?,MALE,2,1950,SOUTH MIDLAND,MALE,3,1958,NORTHERN
2499,910408,6,MOVIES,FIND OUT WHAT THE OTHER CALLER THOUGHT ABOUT THE LAST FEW MOVIES THEY SAW. WHAT MOVIES HAVE YOU SEEN LATELY?,MALE,3,1962,MIXED,FEMALE,9,1951,NORTHERN
2500,910408,10,CHILD CARE,FIND OUT WHAT CRITERIA THE OTHER CALLER WOULD USE IN SELECTING CHILD CARE SERVICES FOR A PRESCHOOLER.  IS IT EASY OR DIFFICULT TO FIND SUCH CARE?,MALE,2,1958,SOUTH MIDLAND,FEMALE,2,1963,SOUTH MIDLAND
2501,910408,9,PAINTING,HAVE YOU DONE ANY PAINTING PROJECTS RECENTLYY,MALE,2,1957,SOUTH MIDLAND,FEMALE,2,1941,SOUTH MIDLAND
2502,910408,4,LATIN AMERICA,WHAT DO YOU THINK ABOUT CURRENT OR RECENT AMERICAN ACTIONS IN LATIN AMERICA,FEMALE,2,1959,SOUTH MIDLAND,MALE,2,1962,MIXED
2503,910408,10,PETS,FIND OUT WHAT KIND OF PETS THE OTHER CALLER HAS,MALE,3,1941,NEW ENGLAND,MALE,3,1950,SOUTHERN
2504,910408,9,ELECTIONS AND VOTING,WHY DO YOU THINK THAT ONLY ABOUT HALF OF ELIGIBLE VOTERS IN AMERICA TAKE PART IN NATIONAL ELECTIONS,FEMALE,1,1946,SOUTHERN,FEMALE,3,1956,SOUTH MIDLAND
2505,910408,10,FAMILY LIFE,IF YOU HAVE CHILDRENY,FEMALE,1,1942,WESTERN,FEMALE,3,1959,WESTERN
2506,910408,10,HOUSES,FIND OUT ABOUT THE OTHER CALLER'S HOME.  IS IT A TYPICAL HOME FOR THE AREA?  HOW DOES IT COMPARE TO YOUR HOME?,FEMALE,3,1951,SOUTH MIDLAND,MALE,2,1954,SOUTH MIDLAND
2507,910408,10,GUN CONTROL,DISCUSS GUN CONTROL.  WHERE DO YOU AND THE OTHER CALLER STAND ON A SCALE FROM 1 TO 10,FEMALE,2,1970,SOUTHERN,MALE,3,1933,NEW ENGLAND
2508,910408,10,FAMILY FINANCE,DOES YOUR FAMILY KEEP A MONTHLY BUDGETCAN YOU GIVE A GENERAL DESCRIPTION OF YOUR PROCEDURES,MALE,2,1963,SOUTH MIDLAND,MALE,3,1936,MIXED
2509,910409,8,MOVIES,FIND OUT WHAT THE OTHER CALLER THOUGHT ABOUT THE LAST FEW MOVIES THEY SAW. WHAT MOVIES HAVE YOU SEEN LATELY?,MALE,2,1965,SOUTH MIDLAND,FEMALE,2,1957,MIXED
2510,910409,8,PETS,FIND OUT WHAT KIND OF PETS THE OTHER CALLER HAS,FEMALE,2,1964,SOUTH MIDLAND,FEMALE,2,1961,MIXED
2511,910409,10,AUTO REPAIRS,WHAT WAS THE LAST AUTO REPAIR YOU PERFORMED OR HAD DONE ON YOUR CAR? ARE THERE SOME TYPES OF REPAIRS OR MAINTENANCE TASKS YOU PREFER TO DO YOURSELF?  DISCUSS YOUR EXPERIENCES IN THIS AREA WITH THE OTHER CALLER.,FEMALE,3,1959,SOUTH MIDLAND,MALE,2,1950,NORTH MIDLAND
2513,910409,10,AUTO REPAIRS,WHAT WAS THE LAST AUTO REPAIR YOU PERFORMED OR HAD DONE ON YOUR CAR? ARE THERE SOME TYPES OF REPAIRS OR MAINTENANCE TASKS YOU PREFER TO DO YOURSELF?  DISCUSS YOUR EXPERIENCES IN THIS AREA WITH THE OTHER CALLER.,MALE,2,1950,SOUTH MIDLAND,MALE,3,1961,SOUTH MIDLAND
2514,910409,10,LATIN AMERICA,WHAT DO YOU THINK ABOUT CURRENT OR RECENT AMERICAN ACTIONS IN LATIN AMERICA,FEMALE,2,1962,SOUTHERN,FEMALE,2,1960,NEW ENGLAND
2515,910409,10,FAMILY FINANCE,DOES YOUR FAMILY KEEP A MONTHLY BUDGETCAN YOU GIVE A GENERAL DESCRIPTION OF YOUR PROCEDURES,FEMALE,2,1959,MIXED,FEMALE,2,1953,NORTH MIDLAND
2517,910409,10,CHOOSING A COLLEGE,WHAT ADVICE OR EXPERIENCE CAN YOU OFFER TO A PARENT ON HOW TO HELP A SON OR DAUGHTER CHOOSE A COLLEGE TO ATTEND?,FEMALE,3,1957,NYC,MALE,3,1953,SOUTHERN
